Day_of_Week,Light_Conditions,Sex_Of_Driver,Vehicle_Type,Speed_limit,Pedestrian_Crossing,Road_Type,Special_Conditions_at_Site,Number_of_Pasengers,Weather,Road_Surface,Driver_Age_Group,Vehicle_Age,Traffic_Density,Risk_Score,Is_Weekend,Night_Drive,Accident_Severity,Driver_Age,Driver_Experience,Seat_Belt,Alcohol_Level,Tyre_Condition,Braking_Distance,Vehicle_Load,Visibility,Time_Of_Day,Weather_Risk,Surface_Risk,Driver_Risk,Traffic_Risk,Total_Risk_Score,Speed_to_Risk,Visibility_to_Speed,Driver_Age_to_Exp,Final_Output
1,0,1,1,30,0,4,0,1,clear,wet,2,9,7,6,1,0,0,48,30,1,0,1,63.07033926,1.239526393,74.44580159,morning,1,2,0,3.5,6.5,4,2.4,0.61,Minor
0,1,0,0,30,1,3,0,3,clear,icy,2,13,4,20,0,0,1,19,0,1,1,1,43.10360101,0.68015308,59.72668591,morning,1,5,4,2,12,2.31,1.93,0,Major
5,0,1,0,40,1,3,0,3,foggy,dry,2,11,4,20,0,0,0,21,0,1,0,1,14.72111262,0.88409307,73.41355897,afternoon,4,1,0,2,7,5,1.79,0,Major
4,0,0,0,40,1,3,1,6,foggy,dry,0,13,1,20,0,0,0,18,0,1,0,1,37.3504534,1.084809793,86.0706986,night,4,1,0,0.5,5.5,6.15,2.1,0,Minor
3,0,0,0,20,0,5,0,6,rainy,dry,0,14,8,10,1,0,1,28,4,1,1,1,56.91693682,1.119406494,71.66545637,evening,3,1,4,4,12,1.54,3.41,0.14,Major
0,0,1,1,20,0,3,1,3,clear,wet,2,12,4,5.714286,0,0,0,36,13,1,0,1,64.14739649,0.770693112,57.13543308,morning,1,2,0,2,5,3.33,2.72,0.35,Minor
6,1,1,1,40,0.24463859,2,1,4,clear,dry,1,14,7,18.181818,1,0,1,36,16,1,0,1,45.76267948,1.474982252,82.29246967,morning,1,1,0,3.5,5.5,6.15,2.01,0.43,Minor
0,1,1,1,30,0,6,0,5,rainy,muddy,1,13,7,16.363636,1,0,1,36,15,0,0,1,52.25672412,0.618185972,86.07327976,evening,3,3,3,3.5,12.5,2.22,2.78,0.41,Major
2,0,1,1,40,1,2,1,4,clear,dry,1,5,1,50,0,0,0,20,0,1,0,1,39.46409811,0.612278348,72.61790123,evening,1,1,0,0.5,2.5,11.43,1.77,0,Minor
6,1,0,0,30,1,1,1,2,clear,wet,0,12,5,8.181818,0,0,0,43,21,0,0,1,58.5477632,0.729150199,79.55984379,evening,1,2,3,2.5,8.5,3.16,2.57,0.48,Major
6,0,1,0,20,1,5,1,3,clear,dry,2,7,2,5.3333335,1,0,1,37,15,1,0,1,66.37793336,1.253913265,29.38592266,evening,1,1,0,1,3,5,1.4,0.39,Minor
4,1,1,1,20,1,6,0,6,clear,wet,1,5,7,12.727273,0,0,1,42,21,1,0,1,56.5229985,0.536551288,94.83520912,afternoon,1,2,0,3.5,6.5,2.67,4.52,0.49,Minor
1,1,1,0,20,0,5,1,2,clear,dry,0,3,3,8.571428,0,0,0,18,0,1,0,1,43.2274988,1.487865779,85.76562977,afternoon,1,1,0,1.5,3.5,4.44,4.08,0,Minor
2,1,1,0,30,1,5,0,1,clear,icy,0,2,1,30,0,0,0,38,14,1,0,1,51.51166598,1.487729447,100,evening,1,5,0,0.5,6.5,4,3.23,0.36,Minor
5,1,0,0,30,1,3,0,1,clear,wet,0,3,2,10,1,0,1,23,4,1,0,1,59.28731852,0.659684197,75.7403264,morning,1,2,0,1,4,6,2.44,0.17,Minor
6,1,1,1,40,0.24463859,2,1,4,rainy,wet,1,14,4,18.181818,0,0,1,31,7,1,0,1,45.41552532,0.901203274,94.67723046,night,3,2,0,2,7,5,2.31,0.22,Major
6,1,1,1,30,0,2,1,4,clear,dry,2,2,1,16.666666,0,0,1,40,21,1,1,1,57.00793524,0.703917339,100,evening,1,1,4,0.5,6.5,4,3.23,0.51,Minor
5,1,1,1,20,0,6,0,4,clear,wet,0,2,7,10,0,0,0,35,17,1,0,1,50.55463466,0.908015212,80.4939068,night,1,2,0,3.5,6.5,2.67,3.83,0.47,Minor
1,1,0,0,20,0,5,0,2,clear,dry,2,13,7,7.5,1,0,1,26,8,0,0,1,66.29036705,1.032862814,86.88647367,morning,1,1,3,3.5,8.5,2.11,4.14,0.3,Major
6,1,1,0,40,0,6,0,1,clear,dry,1,2,8,16,1,0,0,35,11,1,0,1,55.50206469,1.322731951,82.85280277,afternoon,1,1,0,4,6,5.71,2.02,0.31,Minor
0,1,0,1,20,1,1,1,5,rainy,wet,2,12,2,15,0,0,0,19,0,1,0,1,37.52163905,0.535807298,48.01903678,evening,3,2,0,1,6,2.86,2.29,0,Minor
3,1,0,0,30,0,6,1,4,clear,dry,0,11,9,12.5,1,0,0,46,22,0,0,1,66.06741015,1.486897671,87.73995164,evening,1,1,3,4.5,9.5,2.86,2.83,0.47,Major
4,1,1,0,40,0,3,1,1,foggy,dry,1,2,8,10,0,0,1,32,14,1,0,1,51.90082788,1.44056296,61.17239607,evening,4,1,0,4,9,4,1.49,0.42,Major
5,0,1,0,20,1,2,1,5,foggy,dry,0,8,2,9.230769,1,0,1,46,26,0,0,1,42.90396092,1.070417299,62.83303701,morning,4,1,3,1,9,2,2.99,0.55,Major
3,1,1,0,20,0,1,0,4,foggy,wet,1,13,4,9.090909,0,0,0,29,10,1,0,0,24.68994461,0.980896379,90.48554743,afternoon,4,2,2,2,10,1.82,4.31,0.33,Major
5,1,1,1,20,1,4,1,3,foggy,dry,0,5,5,11.428572,0,0,0,29,8,0,0,1,48.47068394,1.050644753,100,afternoon,4,1,3,2.5,10.5,1.74,4.76,0.27,Major
0,1,1,0,30,1,6,0,3,rainy,dry,0,13,3,20,0,0,1,27,3,1,1,1,72.52333342,0.518440926,95.61579249,morning,3,1,4,1.5,9.5,2.86,3.08,0.11,Major
0,0,0,0,20,1,3,0,6,foggy,dry,1,9,4,28,0,0,0,43,20,1,0,1,10,1.237682692,91.64182775,afternoon,4,1,0,2,7,2.5,4.36,0.45,Major
4,0,0,1,40,0,4,1,2,rainy,dry,1,11,6,8,0,0,1,27,4,1,0,1,10,0.996435984,86.75162673,evening,3,1,0,3,7,5,2.12,0.14,Major
5,1,0,0,20,0,4,0,6,clear,dry,1,13,7,20,0,0,0,41,19,1,0,0,56.51009029,0.786039919,97.37480865,night,1,1,2,3.5,7.5,2.35,4.64,0.45,Major
5,0,0,1,30,1,1,1,6,rainy,dry,0,12,4,16.153847,0,0,1,31,12,1,0,1,48.54258464,0.961543559,100,afternoon,3,1,0,2,6,4.29,3.23,0.38,Minor
6,0,0,1,20,0,2,1,4,rainy,dry,1,5,9,33.333332,1,0,1,18,0,1,0,1,55.08575574,0.792567802,68.462658,morning,3,1,0,4.5,8.5,2.11,3.26,0,Major
0,0,1,0,30,0,1,1,2,clear,dry,1,1,8,22.5,0,0,0,29,10,1,0,1,37.10421107,1.199950772,69.12013044,night,1,1,0,4,6,4.29,2.23,0.33,Minor
4,0,0,1,20,0,6,0,3,rainy,dry,0,8,7,16,0,0,1,23,0,1,1,1,12.87333997,1.114434204,94.6225822,morning,3,1,4,3.5,11.5,1.6,4.51,0,Major
2,1,0,0,30,0.43229967,5.4322996,0.5677003,3,foggy,dry,2,3,3,40,0,0,1,35,17,0,0,1,32.52022498,0.888092599,45.89948258,afternoon,4,1,3,1.5,9.5,2.86,1.48,0.47,Major
6,0,1,1,30,0,5,1,6,clear,dry,1,10,1,52.5,0,0,1,23,3,0,1,1,68.40007953,0.814241942,78.02116224,morning,1,1,7,0.5,9.5,2.86,2.52,0.12,Major
1,0,0,0,30,0,2,0,6,clear,icy,1,11,9,30,0,0,1,44,20,1,0,1,38.2261615,1.378036644,85.22151565,afternoon,1,5,0,4.5,10.5,2.61,2.75,0.44,Major
4,1,0,0,20,0,2,0,3,clear,wet,1,10,7,26.666666,0,0,1,34,13,1,0,1,38.35606995,1.182238644,69.14584441,evening,1,2,0,3.5,6.5,2.67,3.29,0.37,Minor
1,0,0,1,40,0,2,0,5,rainy,dry,2,2,9,16,0,0,1,33,15,0,0,1,10,1.215781817,41.64862827,morning,3,1,3,4.5,11.5,3.2,1.02,0.44,Major
0,0,1,1,20,1,4,0,6,clear,dry,0,13,6,23.333334,0,0,1,41,17,0,1,0,17.93280023,1.118605592,100,afternoon,1,1,9,3,14,1.33,4.76,0.4,Major
3,0,0,1,20,0,4,0,1,rainy,dry,1,6,9,13.333333,1,0,1,44,24,1,0,1,61.65250746,0.57523055,68.00758444,morning,3,1,0,4.5,8.5,2.11,3.24,0.53,Major
6,0,1,1,30,1,3,0,3,clear,dry,0,4,2,10,0,0,0,34,15,1,0,0,41.10857918,0.559262487,68.89918268,afternoon,1,1,2,1,5,5,2.22,0.43,Minor
1,1,1,1,40,1,4,0,4,clear,muddy,0,4,4,25,1,0,0,27,7,1,0,1,59.86802828,0.929171518,100,afternoon,1,3,0,2,6,5.71,2.44,0.25,Minor
1,1,0,0,20,0,1,1,6,foggy,dry,2,14,8,70,0,0,0,18,0,1,0,1,33.69450943,1.430499957,20.93252332,evening,4,1,0,4,9,2,1,0,Major
6,1,0,0,30,0,5,0,2,clear,dry,0,13,7,15,1,0,0,28,4,0,0,1,22.98326943,1.024708079,100,afternoon,1,1,3,3.5,8.5,3.16,3.23,0.14,Major
6,1,0,1,40,1,2,1,1,foggy,wet,1,9,1,11.428572,0,0,1,28,9,1,0,0,41.08614629,1.375884513,100,morning,4,2,2,0.5,8.5,4.21,2.44,0.31,Major
4,1,1,1,30,1,5,0,5,stormy,muddy,0,10,4,45,0,0,0,36,12,1,0,1,36.40570321,0.596549842,62.21077725,evening,5,3,0,2,10,2.73,2.01,0.32,Major
5,1,0,0,40,1,2,0,4,clear,wet,0,14,6,40,1,0,1,31,13,1,0,1,32.50364736,1.224261075,70.21415374,afternoon,1,2,0,3,6,5.71,1.71,0.41,Minor
6,1,0,1,30,1,3,1,1,foggy,dry,1,12,4,5.4545455,0,0,0,41,20,1,0,1,32.89485925,0.745337855,89.76444044,afternoon,4,1,0,2,7,3.75,2.9,0.48,Major
2,0,1,1,40,1,5,1,5,rainy,muddy,2,8,6,17.142857,0,0,0,28,9,1,0,1,42.97592846,1.02449616,85.01227808,afternoon,3,3,0,3,9,4,2.07,0.31,Major
4,1,0,1,20,0,4,0,3,clear,wet,2,3,1,10,0,0,0,34,14,1,0,0,37.62647057,0.79292107,99.6944051,morning,1,2,2,0.5,5.5,3.08,4.75,0.4,Minor
2,1,0,0,40,0,3,1,5,clear,dry,0,9,9,34.285713,0,0,0,46,28,0,0,1,31.01597509,1.21233336,89.95615872,evening,1,1,3,4.5,9.5,3.81,2.19,0.6,Major
0,0,1,0,30,1,4,1,1,foggy,dry,0,13,3,10,1,0,0,38,16,0,0,0,72.0707156,0.900889053,96.6081945,afternoon,4,1,5,1.5,11.5,2.4,3.12,0.41,Major
2,0,1,1,30,1,3,0,2,rainy,wet,1,1,5,30,1,0,0,34,14,0,0,1,51.86932537,0.962168492,100,evening,3,2,3,2.5,10.5,2.61,3.23,0.4,Major
6,0,1,1,30,1,3,0,4,clear,dry,1,12,3,12.5,0,0,0,28,8,1,0,0,47.37724131,0.745345373,48.11647909,afternoon,1,1,2,1.5,5.5,4.62,1.55,0.28,Minor
5,0,0,1,40,0,3,1,5,clear,dry,2,14,8,21.818182,0,0,1,28,9,1,0,1,44.00181897,0.781458015,100,afternoon,1,1,0,4,6,5.71,2.44,0.31,Minor
2,1,0,1,30,0,2,0,3,rainy,dry,1,7,5,10,0,0,1,26,2,1,0,0,54.98422,0.679475691,100,afternoon,3,1,2,2.5,8.5,3.16,3.23,0.07,Major
5,1,0,0,20,0,2,0,4,clear,dry,1,7,7,14.285714,0,0,1,29,6,1,0,1,52.9773515,1.053798547,58.0403202,evening,1,1,0,3.5,5.5,3.08,2.76,0.2,Minor
3,1,0,1,40,1,1,0,5,clear,dry,2,13,3,26.666666,0,0,0,42,22,1,0,1,29.48581267,0.644996956,64.02467136,morning,1,1,0,1.5,3.5,8.89,1.56,0.51,Minor
5,0,1,0,40,1,3,0,3,rainy,dry,2,12,3,20,0,0,0,32,14,0,0,1,22.01594812,0.768202612,90.04102447,night,3,1,3,1.5,8.5,4.21,2.2,0.42,Major
6,0,0,0,20,1,6,1,5,rainy,wet,0,2,2,9.230769,0,0,1,21,0,0,0,1,10.88873124,1.030461355,55.0042415,afternoon,3,2,3,1,9,2,2.62,0,Major
1,0,1,1,20,0,2,1,6,clear,dry,2,7,5,14,0,0,0,52,31,0,0,1,71.87896667,0.774831299,67.71182079,afternoon,1,1,3,2.5,7.5,2.35,3.22,0.58,Major
5,1,0,1,30,0,3,1,3,rainy,muddy,2,7,6,8,1,0,1,38,16,1,0,1,38.32035092,1.08849966,84.78447965,night,3,3,0,3,9,3,2.73,0.41,Major
5,0,1,0,40,1,4,0,6,clear,dry,0,9,2,31.11111,0,0,0,20,2,0,0,0,53.88089307,0.514164004,66.32624463,afternoon,1,1,5,1,8,4.44,1.62,0.1,Major
2,1,0,1,30,0,2,0,3,rainy,wet,1,6,2,10,0,0,1,30,11,1,0,0,48.03091903,1.473222788,75.44816883,afternoon,3,2,2,1,8,3.33,2.43,0.35,Major
6,1,0,0,30,1,6,0,6,clear,dry,0,10,6,30,0,0,0,36,18,1,0,1,58.68838107,1.229988856,62.65808026,morning,1,1,0,3,5,5,2.02,0.49,Minor
5,1,1,0,40,1,6,0,5,rainy,dry,0,11,4,30,0,0,0,52,29,0,0,1,44.03193205,1.003819129,61.15346457,night,3,1,3,2,9,4,1.49,0.55,Major
4,1,0.5332371,0.5332371,30,0,1,0.4667629,1.5332371,rainy,dry,2,10,4,7.5997114,0,0,1,23,0,0,0,1,25.08046396,1.42083792,89.43074922,night,3,1,3,2,9,3,2.88,0,Major
0,0,0,1,20,1,2,0,6,clear,dry,2,9,5,20,0,0,1,44,21,1,0,1,29.4432477,1.369766081,77.97611681,morning,1,1,0,2.5,4.5,3.64,3.71,0.47,Minor
4,0,0,0,30,1,2,0,5,rainy,dry,1,3,8,12,0,0,1,48,28,0,0,0,39.73862668,0.86655432,82.46762745,night,3,1,5,4,13,2.14,2.66,0.57,Major
2,1,1,0,20,0,5,1,2,foggy,dry,1,8,4,8.571428,1,0,0,28,9,0,0,1,21.22094882,0.616129178,94.08333059,morning,4,1,3,2,10,1.82,4.48,0.31,Major
6,1,1,0,30,0,1,1,4,foggy,dry,1,4,6,10.714286,1,0,0,32,8,1,0,1,32.18508934,0.752232392,83.67636671,evening,4,1,0,3,8,3.33,2.7,0.24,Major
4,0,0,0.52083427,30,0.52083427,1,1,5,rainy,dry,1,14,9,36,0,0,1,24,1,1,0,1,27.0176636,0.708689269,73.29730303,evening,3,1,0,4.5,8.5,3.16,2.36,0.04,Major
0,0,0.038827974,1,20,0.96117204,4.961172,1,6,stormy,dry,2,11,1,11.666667,0,0,1,32,8,0,0,0,40.0696985,1.250057436,62.39046082,morning,5,1,5,0.5,11.5,1.6,2.97,0.24,Major
2,1,1,0,40,0,5,0,3,rainy,wet,0,1,6,80,0,0,0,34,13,1,0,1,37.55951703,1.048109893,88.97968643,morning,3,2,0,3,8,4.44,2.17,0.37,Major
6,0,0,1,30,0,4,1,6,clear,dry,0,7,3,15,0,0,1,41,20,0,0,1,46.79222629,1.350098183,100,morning,1,1,3,1.5,6.5,4,3.23,0.48,Minor
4,1,0,1,30,1,4,1,4,rainy,wet,1,13,6,50,0,0,1,45,21,1,0,0,57.81701017,0.98970075,97.6092247,evening,3,2,2,3,10,2.73,3.15,0.46,Major
2,0,1,1,20,1,4,1,1,foggy,muddy,1,3,6,4.4444447,0,0,0,27,9,1,0,1,41.36077221,1.269765055,49.89906855,afternoon,4,3,0,3,10,1.82,2.38,0.32,Major
3,1,1,0,30,0,3,0,1,clear,dry,2,4,3,8.571428,1,0,1,18,0,1,0,1,22.46385241,0.823422838,39.5081669,evening,1,1,0,1.5,3.5,6.67,1.27,0,Minor
0,1,1,0,20,0,1,0,6,clear,dry,2,3,4,17.5,0,0,0,34,14,1,0,1,14.27493933,1.102150803,65.29769243,evening,1,1,0,2,4,4,3.11,0.4,Minor
2,1,1,1,40,1,2,1,1,stormy,wet,1,6,6,16,0,0,0,37,16,1,0,1,47.43476714,1.139400183,49.25485114,evening,5,2,0,3,10,3.64,1.2,0.42,Major
0,1,1,1,30,1,4,1,4,rainy,dry,1,10,5,10,0,0,1,37,15,1,0,1,35.01750702,1.259287091,54.30461559,night,3,1,0,2.5,6.5,4,1.75,0.39,Minor
2,1,0,0,20,0,1,0,5,clear,dry,0,13,4,17.142857,0,0,0,31,12,0,0,1,42.63957917,1.2994884,32.48963916,morning,1,1,3,2,7,2.5,1.55,0.38,Major
3,0,0,0,20,0,3,0,3,rainy,dry,0,1,3,40,0,0,0,36,14,1,0,1,49.94311733,0.776503042,84.66238579,morning,3,1,0,1.5,5.5,3.08,4.03,0.38,Minor
0,0,1,1,20,1,4,0,6,clear,dry,0,13,2,23.333334,0,0,1,50,26,1,1,1,66.64765521,0.885058002,56.83414173,afternoon,1,1,4,1,7,2.5,2.71,0.51,Major
3,0,0,1,40,1,1,1,3,clear,wet,2,10,8,17.777779,0,0,1,38,17,1,0,1,18.7874177,0.707135091,56.6375069,evening,1,2,0,4,7,5,1.38,0.44,Major
3,1,0,0,40,0,5,1,1,clear,dry,0,13,9,20,0,0,0,31,10,1,0,1,29.81313562,1.247834371,66.72840429,afternoon,1,1,0,4.5,6.5,5.33,1.63,0.31,Minor
1,1,0,0,20,1,3,1,4,clear,wet,0,7,4,16.666666,0,0,1,29,11,1,0,0,43.72148559,0.770728264,67.14888712,afternoon,1,2,2,2,7,2.5,3.2,0.37,Major
2,0,1,1,40,0,4,1,2,clear,wet,1,10,4,15,0,0,0,33,15,0,0,1,27.89709622,0.891019202,74.7527972,evening,1,2,3,2,8,4.44,1.82,0.44,Major
5,1,0.3167365,1,30,0,2.6832635,1,3.3167365,clear,wet,1,14,5,32.375523,0,0,1,51,28,1,0,1,22.66416048,1.303026476,51.98909036,afternoon,1,2,0,2.5,5.5,4.62,1.68,0.54,Minor
2,0,1,0,40,1,4,0,5,foggy,muddy,0,8,4,60,1,0,0,33,9,0,0,1,64.64366053,0.83980264,99.69927173,night,4,3,3,2,12,3.08,2.43,0.26,Major
0,1,0,1,30,0,6,1,3,rainy,dry,0,3,8,24,0,0,1,34,15,0,0,1,29.28064439,0.791500309,85.58012237,afternoon,3,1,3,4,11,2.5,2.76,0.43,Major
0,1,0,1,30,0,1,1,2,clear,dry,2,9,2,15,0,0,1,30,7,0,1,1,25.36222168,1.151181433,88.2767671,evening,1,1,7,1,10,2.73,2.85,0.23,Major
1,1,0,1,30,1,6,1,6,clear,muddy,1,2,5,42,0,0,1,45,27,1,0,1,27.77775768,1.475373586,71.2009937,morning,1,3,0,2.5,6.5,4,2.3,0.59,Minor
2,1,0,1,40,1,1,1,2,stormy,icy,1,10,8,60,0,0,1,54,34,0,0,0,61.28990693,0.562623969,100,afternoon,5,5,5,4,19,2,2.44,0.62,Major
6,0,1,1,30,0,5,1,6,rainy,dry,1,11,4,52.5,0,0,1,39,20,1,1,0,34.56927525,1.334788405,89.77232085,morning,3,1,6,2,12,2.31,2.9,0.5,Major
4,0,0,0,30,0,1,0,5,clear,wet,1,10,1,60,1,0,1,35,15,1,0,1,24.21575919,0.621604834,83.80786844,night,1,2,0,0.5,3.5,6.67,2.7,0.42,Minor
6,1,1,1,40,1,2,1,4,clear,dry,2,9,5,40,1,0,1,35,12,0,0,1,32.39757149,0.844898117,99.96410796,evening,1,1,3,2.5,7.5,4.71,2.44,0.33,Major
3,1,0,1,40,1,2,1,3,clear,dry,2,12,5,26.666666,0,0,1,18,0,0,1,0,44.27744007,0.916717933,46.5904087,afternoon,1,1,9,2.5,13.5,2.76,1.14,0,Major
5,0,1,0,40,1,3,1,2,rainy,wet,2,5,9,10.909091,0,0,1,42,23,0,1,0,58.37656493,1.21873936,83.88010662,night,3,2,9,4.5,18.5,2.05,2.05,0.53,Major
2,0,1,0,20,1,2,1,5,clear,dry,1,6,3,17.142857,1,0,1,36,13,1,1,0,57.11652719,1.426565931,66.61225834,afternoon,1,1,6,1.5,9.5,1.9,3.17,0.35,Major
2,0,0,1,20,0,6,0,4,stormy,muddy,1,14,3,14.285714,0,0,1,39,18,0,0,1,33.33346491,0.60201096,65.47263947,morning,5,3,3,1.5,12.5,1.48,3.12,0.45,Major
1,1,0,0,30,0,2,1,5,stormy,dry,0,2,4,12.857142,0,0,0,27,4,1,0,1,37.0331381,1.244808452,95.98344536,afternoon,5,1,0,2,8,3.33,3.1,0.14,Major
2,0,1,0,30,1,1,1,6,clear,wet,0,5,5,16.153847,0,0,0,31,7,1,0,1,76.54326106,0.822292395,100,afternoon,1,2,0,2.5,5.5,4.62,3.23,0.22,Minor
4,1,1,1,30,0,6,0,3,stormy,dry,2,6,9,30,0,0,0,30,8,1,0,1,59.93526796,1.401910996,100,morning,5,1,0,4.5,10.5,2.61,3.23,0.26,Major
2,1,1,1,30,0,4,1,2,stormy,muddy,0,5,4,10,0,0,1,45,24,1,0,1,41.22329714,0.77821682,80.13544112,afternoon,5,3,0,2,10,2.73,2.59,0.52,Major
0,0,1,1,30,1,3,0,6,rainy,dry,0,14,9,19.09091,0,0,0,31,11,1,0,1,10.5727134,1.19386195,73.52450087,morning,3,1,0,4.5,8.5,3.16,2.37,0.34,Major
1,1,0,1,30,1,1,0,1,clear,dry,1,4,7,5.4545455,0,0,1,55,34,1,0,1,38.11757012,0.6647558,100,morning,1,1,0,3.5,5.5,4.62,3.23,0.61,Minor
3,0,1,1,30,1,3,1,4,clear,wet,1,8,5,75,0,0,0,39,16,1,0,1,25.10070957,1.457947079,60.36222372,night,1,2,0,2.5,5.5,4.62,1.95,0.4,Minor
4,1,1,1,20,1,6,1,6,clear,dry,1,2,2,12.727273,0,0,1,22,1,0,0,0,32.05977921,0.504324339,100,evening,1,1,5,1,8,2.22,4.76,0.04,Major
4,0,0,0,20,0,6,0,2,clear,icy,0,1,6,4.285714,0,0,0,33,11,1,0,1,30.52002267,0.732851977,72.27964045,night,1,5,0,3,9,2,3.44,0.32,Major
6,0,0,1,30,0,1,1,2,foggy,dry,0,2,7,30,0,0,1,28,4,1,0,1,41.53187756,1.175944116,79.00659775,morning,4,1,0,3.5,8.5,3.16,2.55,0.14,Major
6,1,1,0,40,0,5,0,3,foggy,wet,2,13,4,13.333333,1,0,0,18,0,0,0,1,46.04639425,1.35352423,69.33581917,afternoon,4,2,3,2,11,3.33,1.69,0,Major
5,1,1,1,20,0,6,0,4,rainy,wet,0,11,7,10,0,0,0,50,28,1,0,1,34.02628738,1.493557309,80.69838946,afternoon,3,2,0,3.5,8.5,2.11,3.84,0.55,Major
4,0,1,0,20,0,2,0,5,rainy,dry,2,4,3,12,1,0,1,42,21,1,1,1,25.83440535,0.673260637,61.78489234,night,3,1,4,1.5,9.5,1.9,2.94,0.49,Major
0,0,1,1,30,0,6,0,3,clear,muddy,0,1,6,30,1,0,0,40,18,1,0,1,42.31603099,0.80714384,72.55025886,night,1,3,0,3,7,3.75,2.34,0.44,Major
5,0,1,0,30,1,4,1,4,rainy,dry,1,9,8,11.538462,1,0,0,36,15,1,0,1,37.52581834,1.391852021,83.07256555,afternoon,3,1,0,4,8,3.33,2.68,0.41,Major
4,1,1,1,30,1,5,0,5,rainy,dry,0,13,1,45,0,0,1,21,2,1,1,1,16.53691209,0.532499916,77.87245356,afternoon,3,1,4,0.5,8.5,3.16,2.51,0.09,Major
6,0,1,1,30,0,5,1,6,clear,dry,1,1,6,52.5,0,0,1,30,9,0,0,1,54.11356414,1.233321822,30.21561135,night,1,1,3,3,8,3.33,0.97,0.29,Major
5,1,1,1,30,1,3,1,5,rainy,dry,1,5,9,13.846154,0,0,0,43,25,1,0,1,34.06729146,0.923051923,100,afternoon,3,1,0,4.5,8.5,3.16,3.23,0.57,Major
1,0,0,1,20,0,6,1,2,clear,wet,1,8,7,15,0,0,1,24,2,0,0,1,40.95821628,1.18881802,100,afternoon,1,2,3,3.5,9.5,1.9,4.76,0.08,Major
2,1,1,0,30,0,4,0,6,clear,dry,2,9,5,17.5,0,0,1,18,0,1,0,0,41.70230445,1.024900122,56.69892602,evening,1,1,2,2.5,6.5,4,1.83,0,Minor
5,0,0.79205835,1,30,1,6,0.79205835,1.7920583,rainy,dry,2,9,7,9.306861,1,0,1,32,10,1,0,0,44.76838636,1.127111887,67.56889738,evening,3,1,2,3.5,9.5,2.86,2.18,0.3,Major
5,0,1,1,20,1,2,1,1,clear,wet,2,8,6,3.0769231,0,0,1,33,13,0,0,1,47.19064982,1.16666371,76.56756515,morning,1,2,3,3,9,2,3.65,0.38,Major
0,1,1,1,20,1,5,1,2,rainy,icy,2,6,9,12,0,0,1,36,12,1,0,1,25.43103348,1.131245945,93.29405568,evening,3,5,0,4.5,12.5,1.48,4.44,0.32,Major
2,0,1,0,30,0,3,0,1,rainy,wet,0,6,6,20,0,0,1,42,18,0,0,0,49.68537739,1.164562978,89.44593763,evening,3,2,5,3,13,2.14,2.89,0.42,Major
6,0,0,0,40,0,5,1,1,clear,dry,0,13,6,26.666666,0,0,1,41,21,0,0,1,39.83799898,1.068347933,58.02332438,evening,1,1,3,3,8,4.44,1.42,0.5,Major
2,1,0,1,30,0,6,0,2,stormy,dry,2,12,8,9,0,0,0,37,19,1,0,1,61.26664483,1.213895358,100,afternoon,5,1,0,4,10,2.73,3.23,0.5,Major
5,1,1,0,30,0,2,0,1,rainy,dry,1,9,3,10,0,0,0,46,24,0,0,0,57.22468536,1.276023473,72.06820763,night,3,1,5,1.5,10.5,2.61,2.32,0.51,Major
0,1,0,1,30,0,6,1,3,foggy,muddy,0,2,3,24,0,0,1,19,0,1,0,1,64.84144246,1.287935419,100,evening,4,3,0,1.5,8.5,3.16,3.23,0,Major
0,0,0,1,30,1,4,0,6,foggy,dry,2,3,8,15,0,0,0,40,18,0,0,1,30.92451828,1.353513099,67.91851495,afternoon,4,1,3,4,12,2.31,2.19,0.44,Major
2,0,0,0,40,0,4,0,4,clear,dry,0,6,8,15.384615,0,0,0,41,17,0,0,0,64.29997502,0.816402421,100,evening,1,1,5,4,11,3.33,2.44,0.4,Major
2,0,1,1,40,1,2,1,4,foggy,dry,1,8,6,50,1,0,0,22,2,0,0,1,46.41111798,1.245773431,87.51391419,morning,4,1,3,3,11,3.33,2.13,0.09,Major
1,0,1,1,40,0,4,1,2,stormy,dry,1,7,2,13.333333,1,0,1,19,0,1,1,1,55.35281663,1.446661291,62.88799183,afternoon,5,1,4,1,11,3.33,1.53,0,Major
5,1,0,0,40,0,6,1,1,clear,dry,2,8,7,20,1,0,0,27,6,0,0,1,55.11571363,0.867468079,91.75309874,afternoon,1,1,3,3.5,8.5,4.21,2.24,0.21,Major
6,1,1,1,30,0,2,0,1,clear,dry,0,5,8,12,0,0,1,28,5,1,1,1,51.88582492,1.277641116,83.6648409,afternoon,1,1,4,4,10,2.73,2.7,0.17,Major
5,0,0,0,40,0,4,1,6,stormy,wet,2,9,7,28,0,0,1,42,20,1,0,1,28.67663842,0.791462778,98.44212112,morning,5,2,0,3.5,10.5,3.48,2.4,0.47,Major
0,1,0,0,40,1,4,0,3,clear,muddy,0,6,3,16,0,0,0,28,6,0,0,0,59.32620933,0.675569265,64.48576429,morning,1,3,5,1.5,10.5,3.48,1.57,0.21,Major
3,0,0,0,30,1,3,1,6,foggy,wet,1,12,7,105,0,0,1,26,2,0,0,1,50.27517768,0.946426892,78.32233936,night,4,2,3,3.5,12.5,2.22,2.53,0.07,Major
